"ITTER107","Territory","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",157.453,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",144.875,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",149.755,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",163.065,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",172.118,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",161.05,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",148.311,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",153.834,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",173.237,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",168.819,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",164.842,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",154.819,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2023","2023",152.445,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",152.213,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",161.29,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",178.666,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",167.199,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",140.943,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",151.199,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",165.078,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",162.058,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q1","Q1-2023",147.421,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q2","Q2-2023",161.654,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q3","Q3-2023",143.439,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q4","Q4-2023",157.265,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q1","Q1-2024",159.342,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q2","Q2-2024",158.526,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q3","Q3-2024",166.894,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",23.287,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",22.897,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",18.79,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",25.828,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",25.634,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",23.988,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",15.193,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",22.039,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",27.956,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",30.764,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",26.497,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",24.45,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2023","2023",17.242,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",21.687,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",21.759,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",31.23,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",31.312,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",20.43,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",23.774,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",28.378,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",25.217,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q1","Q1-2023",18.43,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q2","Q2-2023",19.989,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q3","Q3-2023",15.601,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q4","Q4-2023",14.95,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q1","Q1-2024",16.674,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q2","Q2-2024",18.344,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q3","Q3-2024",19.271,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",28.661,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",22.714,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",25.774,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",28.538,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",37.62,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",28.008,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",27.877,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",29.412,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",30.197,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",24.545,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",28.313,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",24.432,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2023","2023",23.537,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",25.671,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",37.012,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",27.853,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",22.714,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",16.906,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",27.311,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",30.64,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",22.873,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q1","Q1-2023",24.87,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q2","Q2-2023",28.832,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q3","Q3-2023",19.369,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q4","Q4-2023",21.079,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q1","Q1-2024",25.554,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q2","Q2-2024",30.721,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q3","Q3-2024",28.952,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",37.169,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",40.077,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",37.967,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",34.573,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",36.061,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",43.788,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",41.88,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",39.931,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",44.363,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",48.978,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",44.295,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",39.884,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2023","2023",43.551,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",47.334,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",40.317,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",42.638,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",46.889,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",43.155,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",35.664,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",38.158,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",42.558,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q1","Q1-2023",42.151,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q2","Q2-2023",51.381,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q3","Q3-2023",42.147,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q4","Q4-2023",38.526,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q1","Q1-2024",42.417,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q2","Q2-2024",38.76,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q3","Q3-2024",40.271,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",68.335,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",59.187,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",67.224,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",74.127,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",72.803,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",65.266,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",63.361,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",62.451,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",70.72,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",64.533,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",65.738,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",66.053,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2023","2023",68.114,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",57.521,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",62.203,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",76.945,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",66.285,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",60.452,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",64.45,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",67.902,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",71.409,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q1","Q1-2023",61.971,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q2","Q2-2023",61.451,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q3","Q3-2023",66.322,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q4","Q4-2023",82.71,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q1","Q1-2024",74.697,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q2","Q2-2024",70.701,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q3","Q3-2024",78.399,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",129.5,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",125.114,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",134.233,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",131.333,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",127.322,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",127.034,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",106.581,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",126.946,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",125.8,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",148.811,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",130.881,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",145.383,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2023","2023",156.701,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",137.23,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",121.706,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",121.14,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",143.448,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",140.838,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",140.168,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",140.541,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",159.985,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q1","Q1-2023",157.478,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q2","Q2-2023",158.062,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q3","Q3-2023",147.304,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q4","Q4-2023",163.961,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q1","Q1-2024",163.431,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q2","Q2-2024",166.663,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q3","Q3-2024",143.772,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",79.922,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",77.653,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",82.545,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",83.827,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",75.662,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",77.868,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",60.892,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",81.94,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",76.046,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",92.593,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",82.059,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",92.624,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2023","2023",102.637,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",92.08,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",80.506,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",65.597,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",90.055,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",89.169,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",93.455,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",91.028,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",96.844,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q1","Q1-2023",105.606,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q2","Q2-2023",106.557,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q3","Q3-2023",94.995,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q4","Q4-2023",103.389,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q1","Q1-2024",103.4,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q2","Q2-2024",100.595,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q3","Q3-2024",84.969,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",49.579,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",47.461,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",51.688,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",47.506,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",51.66,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",49.167,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",45.689,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",45.006,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",49.754,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",56.219,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",48.822,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",52.759,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2023","2023",54.064,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",45.15,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",41.201,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",55.544,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",53.393,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",51.669,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",46.712,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",49.512,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",63.141,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q1","Q1-2023",51.872,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q2","Q2-2023",51.505,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q3","Q3-2023",52.309,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q4","Q4-2023",60.572,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q1","Q1-2024",60.03,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q2","Q2-2024",66.069,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q3","Q3-2024",58.803,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",64.616,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",58.178,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",60.933,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",69.862,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",69.491,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",64.342,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",53.37,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",69.986,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",68.88,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",65.133,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",67.104,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",66.956,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2023","2023",63.851,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",63.764,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",69.205,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",67.159,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",68.288,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",59.703,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",72.733,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",72.673,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",62.717,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q1","Q1-2023",63.963,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q2","Q2-2023",64.139,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q3","Q3-2023",65.705,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2023-Q4","Q4-2023",61.597,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q1","Q1-2024",80.826,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q2","Q2-2024",79.722,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2024-Q3","Q3-2024",77.75,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",222.343,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",212.27,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",223.092,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",232.739,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",221.272,,
